description,details,money,pub_name,rate,type
~1500 word news story,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.07
/word",in these times,0.07,word
500 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.50
/word",inbound logistics,0.5,word
~750 word fob,Medium reporting; Cold pitch (no pre existing relationship),"$0.33
/word",inc,0.33,word
250 word profile or interview,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$1.00
/word",indianapolis monthly,1.0,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.15
/word",indianapolis star,0.15,word
2850 word feature,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.03
/word",indiewire,0.03,word
1980 word feature,Little to no reporting; Assignment (editor came to you),"$0.08
/word",indiewire,0.08,word
~900 word feature,,"$0.28
/word",indiewire,0.28,word
2200 word profile or interview,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.18
/word",industrie magazine,0.18,word
2000 word news story,Heavy/Investigative reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.15
/word",indy week,0.15,word
~1500 word feature,Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.30
/word",infoq,0.3,word
750 word,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.33
/word",informationweek,0.33,word
750 word,,"$0.30
/word",inside higher ed,0.3,word
750 word blog post,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",inside higher ed,0.04,word
"3085 word opinion, editorial, column or essay",Medium reporting; Cold pitch (no pre existing relationship),"$0.15
/word",inside higher ed,0.15,word
800 word blog post,Little to no reporting; Other,"$0.00
/word",insider,0.0,word
750 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.73
/word",institutional investor,0.73,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.20
/word",instylecom,0.2,word
800 word feature,Little to no reporting; Referral (you had a connection who connected you to the editor),"$0.28
/word",international business times uk,0.28,word
"1200 word opinion, editorial, column or essay",Medium reporting; Solicited pitch (editor asked you to pitch),"$0.42
/word",international herald tribune,0.42,word
1200 word feature,,"$0.50
/word",international herald tribune,0.5,word
~700 word news story,,"$0.56
/word",international herald tribune,0.56,word
"1600 word criticism, review, or arts/entertainment coverage",Medium reporting; Cold pitch (no pre existing relationship),"$0.00
/word",international policy digest,0.0,word
750 word blog post,Little to no reporting; Cold pitch (no pre existing relationship),"$0.03
/word",international wine accessories blog,0.03,word
500 word fob,Little to no reporting; Cold pitch (no pre existing relationship),"$0.00
/word",internet retailer,0.0,word
1000 word profile or interview,Medium reporting; Cold pitch (no pre existing relationship),"$0.02
/word",interview magazine,0.02,word
1800 word profile or interview,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.01
/word",interview magazine,0.01,word
"1400 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.18
/word",into,0.18,word
1000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.30
/word",into,0.3,word
"850 word criticism, review, or arts/entertainment coverage",Little to no reporting; Referral (you had a connection who connected you to the editor),"$0.24
/word",into,0.24,word
"1560 word opinion, editorial, column or essay",Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.03
/word",intransit,0.03,word
1300 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.15
/word",inverse,0.15,word
"1200 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.13
/word",invision,0.13,word
1500 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$2.00
/word",islands magazine,2.0,word
1184 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.30
/word",italian america,0.3,word
1184 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.30
/word",italian america,0.3,word
500 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.08
/word",ithaca times,0.08,word
"~750 word criticism, review, or arts/entertainment converage",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.03
/word",jackson free press,0.03,word
"3200 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.02
/word",jacobin,0.02,word
"1600 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.03
/word",jacobin,0.03,word
"1500 word opinion, editorial, column or essay",Medium reporting; Cold pitch (no pre existing relationship),"$0.03
/word",jacobin,0.03,word
500 word,,"$0.05
/word",jetsett,0.05,word
1200 word feature,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.63
/word",jewish in seattle,0.63,word
900 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.28
/word",jezebel,0.28,word
"1688 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.15
/word",jezebel,0.15,word
1200 word,,"$0.25
/word",jezebel,0.25,word
"1000 word criticism, review, or arts/entertainment coverage",Medium reporting; Cold pitch (no pre existing relationship),"$0.20
/word",jezebel,0.2,word
~1500 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.13
/word",jezebel,0.13,word
"~1500 word criticism, review, or arts/entertainment converage",Medium reporting; Cold pitch (no pre existing relationship),"$0.17
/word",jezebel,0.17,word
800 word feature,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.13
/word",jsource,0.13,word
1827 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.27
/word",jstor daily,0.27,word
2000 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.25
/word",jstor daily,0.25,word
1500 word feature,Little to no reporting; Cold pitch (no pre existing relationship),"$0.33
/word",jstor daily,0.33,word
1200 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.42
/word",jstor daily,0.42,word
~1500 word feature,Little to no reporting; Cold pitch (no pre existing relationship),"$0.33
/word",jstor daily,0.33,word
~750 word news story,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.33
/word",jstor daily,0.33,word
2000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.25
/word",jstor daily,0.25,word
~750 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.06
/word",jungle world,0.06,word
"2500 word opinion, editorial, column or essay",Cold pitch (no pre existing relationship),"$0.00
/word",kaleidoscope,0.0,word
2500 word feature,Heavy/Investigative reporting; Assignment (editor came to you),"$0.01
/word",kaleidoscope,0.01,word
~1500 word profile or interview,Medium reporting; Solicited pitch (editor asked you to pitch),"$0.00
/word",kaleidoscope,0.0,word
"1000 word criticism, review, or arts/entertainment coverage",Medium reporting; Assignment (editor came to you),"$0.20
/word",kcet artbound,0.2,word
"800 word criticism, review, or arts/entertainment coverage",Medium reporting; Assignment (editor came to you),"$0.25
/word",kcet artbound,0.25,word
"1500 word opinion, editorial, column or essay",,"$0.07
/word",kenyon review,0.07,word
"500 word opinion, editorial, column or essay",Little to no reporting; Assignment (editor came to you),"$0.18
/word",kerrang,0.18,word
"160 word criticism, review, or arts/entertainment coverage",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.19
/word",kerrang,0.19,word
1000 word,,"$0.18
/word",kidspot,0.18,word
"800 word opinion, editorial, column or essay",Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.13
/word",kidspot,0.13,word
500 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",kill screen,0.04,word
"2500 word criticism, review, or arts/entertainment coverage",Medium reporting; Cold pitch (no pre existing relationship),"$0.02
/word",kill screen,0.02,word
2000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.03
/word",kill screen,0.03,word
2000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.03
/word",kill screen,0.03,word
550 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",kill screen,0.04,word
"800 word criticism, review, or arts/entertainment coverage",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.03
/word",kill screen,0.03,word
1000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.02
/word",kill screen,0.02,word
1000 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.02
/word",kill screen,0.02,word
500 word news story,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",kill screen,0.04,word
500 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",kill screen,0.04,word
600 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.03
/word",kill screen,0.03,word
~3000 word feature,Little to no reporting; Cold pitch (no pre existing relationship),"$0.12
/word",kindred spirit,0.12,word
~750 word profile or interview,Ongoing/pre existing relationship with editor or publication,"$0.13
/word",kinfolk magazine,0.13,word
1000 word,,"$0.04
/word",kinoscope,0.04,word
"300 word criticism, review, or arts/entertainment coverage",Little to no reporting; Assignment (editor came to you),"$0.17
/word",kirkus indie,0.17,word
600 word,,"$0.83
/word",kiwi magazine,0.83,word
12000 word,,"$0.20
/word",kpopstarz,0.2,word
120000 word other,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.02
/word",kpopstarz,0.02,word
"800 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.03
/word",kveller,0.03,word
"700 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.04
/word",kveller,0.04,word
500 word profile or interview,Little to no reporting; Cold pitch (no pre existing relationship),"$0.10
/word",la downtowner,0.1,word
"250 word criticism, review, or arts/entertainment coverage",Ongoing/pre existing relationship with editor or publication,"$0.21
/word",la weekly,0.21,word
~750 word profile or interview,Medium reporting; Cold pitch (no pre existing relationship),"$0.10
/word",la weekly,0.1,word
